STATION,DATE,MAX
72530094846,2015-04-03,64.9
72530094846,2015-04-04,57.9
72530094846,2015-04-05,66.0
72530094846,2015-04-06,66.0
72530094846,2015-04-07,45.0
72530094846,2015-04-08,50.0
72530094846,2015-04-09,70.0
72530094846,2015-04-10,69.1
72530094846,2015-04-11,61.0
72530094846,2015-04-12,66.9
72530094846,2015-04-13,64.9
72530094846,2015-04-14,66.0
72530094846,2015-04-15,63.0
72530094846,2015-04-16,64.0
72530094846,2015-04-17,77.0
72530094846,2015-04-18,69.1
72530094846,2015-04-19,66.9
72530094846,2015-04-20,52.0
72530094846,2015-04-21,53.1
72530094846,2015-04-22,45.0
72530094846,2015-04-23,54.0
72530094846,2015-04-24,55.9
72530094846,2015-04-25,46.9
72530094846,2015-04-26,55.9
72530094846,2015-04-27,55.0
72530094846,2015-04-28,57.9
72530094846,2015-04-29,61.0
72530094846,2015-04-30,61.0
72530094846,2015-05-01,66.9
72530094846,2015-05-02,75.9
72530094846,2015-05-03,78.1
72530094846,2015-05-04,78.1
72530094846,2015-05-05,73.9
72530094846,2015-05-06,77.0
72530094846,2015-05-07,82.9
72530094846,2015-05-08,82.9
72530094846,2015-05-09,81.0
72530094846,2015-05-10,64.0
72530094846,2015-05-11,68.0
72530094846,2015-05-12,68.0
72530094846,2015-05-13,55.9
72530094846,2015-05-14,66.0
72530094846,2015-05-15,75.9
72530094846,2015-05-16,79.0
72530094846,2015-05-17,82.0
72530094846,2015-05-18,82.0
72530094846,2015-05-19,77.0
72530094846,2015-05-20,53.1
72530094846,2015-05-21,69.1
72530094846,2015-05-22,69.1
72530094846,2015-05-23,80.1
72530094846,2015-05-24,80.1
72530094846,2015-05-25,78.1
72530094846,2015-05-26,78.1
72530094846,2015-05-27,73.9
72530094846,2015-05-28,82.0
72530094846,2015-05-29,82.0
72530094846,2015-05-30,80.1
72530094846,2015-05-31,54.0
72530094846,2015-06-01,60.1
72530094846,2015-06-02,70.0
72530094846,2015-06-03,77.0
72530094846,2015-06-04,81.0
72530094846,2015-06-05,80.1
72530094846,2015-06-06,70.0
72530094846,2015-06-07,81.0
72530094846,2015-06-08,84.0
72530094846,2015-06-09,84.9
72530094846,2015-06-10,91.9
72530094846,2015-06-11,75.9
72530094846,2015-06-12,72.0
72530094846,2015-06-13,84.9
72530094846,2015-06-14,86.0
72530094846,2015-06-15,82.9
72530094846,2015-06-16,80.1
72530094846,2015-06-17,72.0
72530094846,2015-06-18,79.0
72530094846,2015-06-19,79.0
72530094846,2015-06-20,78.1
72530094846,2015-06-21,84.0
72530094846,2015-06-22,84.0
72530094846,2015-06-23,82.9
72530094846,2015-06-24,82.0
72530094846,2015-06-25,79.0
72530094846,2015-06-26,79.0
72530094846,2015-06-27,75.9
72530094846,2015-06-28,79.0
72530094846,2015-06-29,79.0
72530094846,2015-06-30,77.0
72530094846,2015-07-01,69.1
72530094846,2015-07-02,69.1
72530094846,2015-07-03,77.0
72530094846,2015-07-04,81.0
72530094846,2015-07-05,82.9
72530094846,2015-07-06,84.9
72530094846,2015-07-07,84.9
72530094846,2015-07-08,71.1
72530094846,2015-07-09,77.0
72530094846,2015-07-10,82.9
72530094846,2015-07-11,82.9
72530094846,2015-07-12,82.9
72530094846,2015-07-13,86.0
72530094846,2015-07-14,86.0
72530094846,2015-07-15,82.9
72530094846,2015-07-16,75.0
72530094846,2015-07-17,91.9
72530094846,2015-07-18,91.9
72530094846,2015-07-19,89.1
72530094846,2015-07-20,84.9
72530094846,2015-07-21,84.9
72530094846,2015-07-22,82.9
72530094846,2015-07-23,84.9
72530094846,2015-07-24,84.9
72530094846,2015-07-25,91.0
72530094846,2015-07-26,91.0
72530094846,2015-07-27,88.0
72530094846,2015-07-28,91.0
72530094846,2015-07-29,91.0
72530094846,2015-07-30,88.0
72530094846,2015-07-31,88.0
72530094846,2015-08-01,87.1
72530094846,2015-08-02,91.0
72530094846,2015-08-03,91.0
72530094846,2015-08-04,82.0
72530094846,2015-08-05,82.0
72530094846,2015-08-06,82.9
72530094846,2015-08-07,82.9
72530094846,2015-08-08,82.9
72530094846,2015-08-09,82.0
72530094846,2015-08-10,84.0
72530094846,2015-08-11,84.0
72530094846,2015-08-12,82.0
72530094846,2015-08-13,84.9
72530094846,2015-08-14,90.0
72530094846,2015-08-15,91.9
72530094846,2015-08-16,91.9
72530094846,2015-08-17,89.1
72530094846,2015-08-18,88.0
72530094846,2015-08-19,82.9
72530094846,2015-08-20,75.0
72530094846,2015-08-21,82.0
72530094846,2015-08-22,82.0
72530094846,2015-08-23,81.0
72530094846,2015-08-24,77.0
72530094846,2015-08-25,75.0
72530094846,2015-08-26,72.0
72530094846,2015-08-27,75.9
72530094846,2015-08-28,75.9
72530094846,2015-08-29,72.0
72530094846,2015-08-30,77.0
72530094846,2015-08-31,84.9
72530094846,2015-09-01,88.0
72530094846,2015-09-02,90.0
72530094846,2015-09-03,91.0
72530094846,2015-09-04,91.0
72530094846,2015-09-05,87.1
72530094846,2015-09-06,91.9
72530094846,2015-09-07,91.9
72530094846,2015-09-08,88.0
72530094846,2015-09-09,81.0
72530094846,2015-09-10,77.0
72530094846,2015-09-11,73.9
72530094846,2015-09-12,66.9
72530094846,2015-09-13,70.0
72530094846,2015-09-14,82.0
72530094846,2015-09-15,82.0
72530094846,2015-09-16,82.9
72530094846,2015-09-17,84.9
72530094846,2015-09-18,84.9
72530094846,2015-09-19,73.9
72530094846,2015-09-20,73.0
72530094846,2015-09-21,73.9
72530094846,2015-09-22,80.1
72530094846,2015-09-23,80.1
72530094846,2015-09-24,80.1
72530094846,2015-09-25,75.9
72530094846,2015-09-26,75.0
72530094846,2015-09-27,75.0
72530094846,2015-09-28,77.0
72530094846,2015-09-29,77.0
72530094846,2015-09-30,68.0
72530094846,2015-10-01,61.0
72530094846,2015-10-02,60.1
72530094846,2015-10-03,60.1
72530094846,2015-10-04,57.0
72530094846,2015-10-05,60.1
72530094846,2015-10-06,71.1
72530094846,2015-10-07,71.1
72530094846,2015-10-08,77.0
72530094846,2015-10-09,77.0
72530094846,2015-10-10,64.9
72530094846,2015-10-11,79.0
72530094846,2015-10-12,79.0
72530094846,2015-10-13,75.0
72530094846,2015-10-14,63.0
72530094846,2015-10-15,69.1
72530094846,2015-10-16,69.1
72530094846,2015-10-17,55.0
72530094846,2015-10-18,60.1
72530094846,2015-10-19,73.0
72530094846,2015-10-20,73.9
72530094846,2015-10-21,75.0
72530094846,2015-10-22,75.0
72530094846,2015-10-23,62.1
72530094846,2015-10-24,66.0
72530094846,2015-10-25,66.0
72530094846,2015-10-26,62.1
72530094846,2015-10-27,61.0
72530094846,2015-10-28,55.9
72530094846,2015-10-29,55.9
72530094846,2015-10-30,55.9
72530094846,2015-10-31,55.9
72530094846,2015-11-01,63.0
72530094846,2015-11-02,72.0
72530094846,2015-11-03,72.0
72530094846,2015-11-04,71.1
72530094846,2015-11-05,71.1
72530094846,2015-11-06,70.0
72530094846,2015-11-07,64.9
72530094846,2015-11-08,53.1
72530094846,2015-11-09,55.9
72530094846,2015-11-10,55.9
72530094846,2015-11-11,63.0
72530094846,2015-11-12,63.0
72530094846,2015-11-13,55.9
72530094846,2015-11-14,57.0
72530094846,2015-11-15,64.0
72530094846,2015-11-16,64.0
72530094846,2015-11-17,57.9
72530094846,2015-11-18,62.1
72530094846,2015-11-19,62.1
72530094846,2015-11-20,48.0
72530094846,2015-11-21,39.9
72530094846,2015-11-22,33.1
72530094846,2015-11-23,37.0
72530094846,2015-11-24,41.0
72530094846,2015-11-25,48.9
72530094846,2015-11-26,60.1
72530094846,2015-11-27,60.1
72530094846,2015-11-28,37.9
72530094846,2015-11-29,41.0
72530094846,2015-11-30,44.1
72530094846,2015-12-01,44.1
72530094846,2015-12-02,39.9
72530094846,2015-12-03,37.9
72530094846,2015-12-04,46.9
72530094846,2015-12-05,46.9
72530094846,2015-12-06,46.9
72530094846,2015-12-07,46.9
72530094846,2015-12-08,46.0
72530094846,2015-12-09,52.0
72530094846,2015-12-10,57.0
72530094846,2015-12-11,57.0
72530094846,2015-12-12,57.0
72530094846,2015-12-13,61.0
72530094846,2015-12-14,61.0
72530094846,2015-12-15,61.0
72530094846,2015-12-16,53.1
72530094846,2015-12-17,53.1
72530094846,2015-12-18,32.0
72530094846,2015-12-19,32.0
72530094846,2015-12-20,50.0
72530094846,2015-12-21,52.0
72530094846,2015-12-22,52.0
72530094846,2015-12-23,59.0
72530094846,2015-12-24,59.0
72530094846,2015-12-25,44.1
72530094846,2015-12-26,44.1
72530094846,2015-12-27,42.8
72530094846,2015-12-28,36.0
72530094846,2015-12-29,39.0
72530094846,2015-12-30,30.0
72530094846,2015-12-31,28.9
72530094846,2016-01-01,30.0
72530094846,2016-01-02,32.0
72530094846,2016-01-03,32.0
72530094846,2016-01-04,30.9
72530094846,2016-01-05,33.1
72530094846,2016-01-06,36.0
72530094846,2016-01-07,41.0
72530094846,2016-01-08,42.1
72530094846,2016-01-09,42.1
72530094846,2016-01-10,39.9
72530094846,2016-01-11,23.0
72530094846,2016-01-12,24.1
72530094846,2016-01-13,21.0
72530094846,2016-01-14,42.1
72530094846,2016-01-15,44.1
72530094846,2016-01-16,43.0
72530094846,2016-01-17,30.0
72530094846,2016-01-18,9.0
72530094846,2016-01-19,17.1
72530094846,2016-01-20,23.0
72530094846,2016-01-21,28.9
72530094846,2016-01-22,30.2
72530094846,2016-01-23,33.1
72530094846,2016-01-24,34.0
72530094846,2016-01-25,39.9
72530094846,2016-01-26,41.0
72530094846,2016-01-27,37.0
72530094846,2016-01-28,39.0
72530094846,2016-01-29,39.0
72530094846,2016-01-30,46.0
72530094846,2016-01-31,48.0
72530094846,2016-02-01,48.0
72530094846,2016-02-02,45.0
72530094846,2016-02-03,37.4
72530094846,2016-02-04,37.0
72530094846,2016-02-05,34.0
72530094846,2016-02-06,41.0
72530094846,2016-02-07,43.0
72530094846,2016-02-08,43.0
72530094846,2016-02-09,32.0
72530094846,2016-02-10,21.0
72530094846,2016-02-11,21.0
72530094846,2016-02-12,23.0
72530094846,2016-02-13,23.0
72530094846,2016-02-14,18.0
72530094846,2016-02-15,27.0
72530094846,2016-02-16,33.1
72530094846,2016-02-17,34.0
72530094846,2016-02-18,42.1
72530094846,2016-02-19,62.1
72530094846,2016-02-20,62.1
72530094846,2016-02-21,57.0
72530094846,2016-02-22,44.1
72530094846,2016-02-23,45.0
72530094846,2016-02-24,45.0
72530094846,2016-02-25,37.0
72530094846,2016-02-26,37.0
72530094846,2016-02-27,54.0
72530094846,2016-02-28,61.0
72530094846,2016-02-29,62.1
72530094846,2016-03-01,33.1
72530094846,2016-03-02,32.0
72530094846,2016-03-03,33.8
72530094846,2016-03-04,39.0
72530094846,2016-03-05,39.0
72530094846,2016-03-06,52.0
72530094846,2016-03-07,63.0
72530094846,2016-03-08,70.0
72530094846,2016-03-09,70.0
72530094846,2016-03-10,63.0
72530094846,2016-03-11,55.0
72530094846,2016-03-12,59.0
72530094846,2016-03-13,59.0
72530094846,2016-03-14,54.0
72530094846,2016-03-15,57.9
72530094846,2016-03-16,57.9
72530094846,2016-03-17,55.9
72530094846,2016-03-18,55.9
72530094846,2016-03-19,48.9
72530094846,2016-03-20,46.0
72530094846,2016-03-21,48.9
72530094846,2016-03-22,63.0
72530094846,2016-03-23,57.9
72530094846,2016-03-24,42.1
72530094846,2016-03-25,48.0
72530094846,2016-03-26,54.0
72530094846,2016-03-27,63.0
72530094846,2016-03-28,63.0
72530094846,2016-03-29,57.9
72530094846,2016-03-30,62.1
72530094846,2016-03-31,66.9
72530094846,2016-04-01,66.9
72530094846,2016-04-02,42.1
44,44,44.0
44,44,44.0
72530094846,2016-04-05,45.0
72530094846,2016-04-06,48.9
72530094846,2016-04-07,50.0
72530094846,2016-04-08,41.0
72530094846,2016-04-09,41.0
72530094846,2016-04-10,46.9
72530094846,2016-04-11,51.1
72530094846,2016-04-12,51.1
72530094846,2016-04-13,55.9
72530094846,2016-04-14,61.0
72530094846,2016-04-15,68.0
72530094846,2016-04-16,75.9
72530094846,2016-04-17,79.0
72530094846,2016-04-18,82.9
72530094846,2016-04-19,82.9
72530094846,2016-04-20,71.1
72530094846,2016-04-21,71.1
72530094846,2016-04-22,70.0
72530094846,2016-04-23,60.1
72530094846,2016-04-24,78.1
72530094846,2016-04-25,81.0
72530094846,2016-04-26,82.9
72530094846,2016-04-27,46.9
72530094846,2016-04-28,50.0
72530094846,2016-04-29,51.1
72530094846,2016-04-30,51.1
72530094846,2016-05-01,48.9
72530094846,2016-05-02,59.0
72530094846,2016-05-03,66.9
72530094846,2016-05-04,66.9
72530094846,2016-05-05,61.0
72530094846,2016-05-06,82.0
72530094846,2016-05-07,82.0
72530094846,2016-05-08,71.1
72530094846,2016-05-09,71.1
72530094846,2016-05-10,63.0
72530094846,2016-05-11,69.1
72530094846,2016-05-12,70.0
72530094846,2016-05-13,70.0
72530094846,2016-05-14,66.0
72530094846,2016-05-15,55.0
72530094846,2016-05-16,70.0
72530094846,2016-05-17,70.0
72530094846,2016-05-18,64.9
72530094846,2016-05-19,69.1
72530094846,2016-05-20,69.1
72530094846,2016-05-21,75.0
72530094846,2016-05-22,77.0
72530094846,2016-05-23,81.0
72530094846,2016-05-24,86.0
72530094846,2016-05-25,86.0
72530094846,2016-05-26,86.0
72530094846,2016-05-27,82.9
72530094846,2016-05-28,81.0
72530094846,2016-05-29,81.0
72530094846,2016-05-30,87.1
72530094846,2016-05-31,87.1
72530094846,2016-06-01,82.9
72530094846,2016-06-02,79.0
72530094846,2016-06-03,84.0
72530094846,2016-06-04,84.0
72530094846,2016-06-05,79.0
72530094846,2016-06-06,82.0
72530094846,2016-06-07,82.0
72530094846,2016-06-08,70.0
72530094846,2016-06-09,72.0
72530094846,2016-06-10,90.0
72530094846,2016-06-11,91.0
72530094846,2016-06-12,91.0
72530094846,2016-06-13,86.0
72530094846,2016-06-14,87.1
72530094846,2016-06-15,90.0
72530094846,2016-06-16,90.0
72530094846,2016-06-17,84.9
72530094846,2016-06-18,87.1
72530094846,2016-06-19,89.1
72530094846,2016-06-20,91.9
72530094846,2016-06-21,93.0
72530094846,2016-06-22,84.0
72530094846,2016-06-23,78.1
72530094846,2016-06-24,82.0
72530094846,2016-06-25,89.1
72530094846,2016-06-26,90.0
72530094846,2016-06-27,90.0
72530094846,2016-06-28,90.0
72530094846,2016-06-29,81.0
72530094846,2016-06-30,81.0
72530094846,2016-07-01,78.1
72530094846,2016-07-02,75.9
72530094846,2016-07-03,77.0
72530094846,2016-07-04,79.0
72530094846,2016-07-05,87.1
72530094846,2016-07-06,88.0
72530094846,2016-07-07,88.0
72530094846,2016-07-08,86.0
72530094846,2016-07-09,86.0
72530094846,2016-07-10,82.0
72530094846,2016-07-11,90.0
72530094846,2016-07-12,90.0
72530094846,2016-07-13,88.0
72530094846,2016-07-14,88.0
72530094846,2016-07-15,88.0
72530094846,2016-07-16,77.0
72530094846,2016-07-17,82.9
72530094846,2016-07-18,88.0
72530094846,2016-07-19,91.0
72530094846,2016-07-20,91.0
72530094846,2016-07-21,91.0
72530094846,2016-07-22,91.0
72530094846,2016-07-23,91.0
72530094846,2016-07-24,93.0
72530094846,2016-07-25,93.0
72530094846,2016-07-26,89.1
72530094846,2016-07-27,89.1
72530094846,2016-07-28,89.1
72530094846,2016-07-29,84.0
72530094846,2016-07-30,81.0
72530094846,2016-07-31,81.0
72530094846,2016-08-01,84.0
72530094846,2016-08-02,87.1
72530094846,2016-08-03,90.0
72530094846,2016-08-04,91.0
72530094846,2016-08-05,91.0
72530094846,2016-08-06,86.0
72530094846,2016-08-07,87.8
72530094846,2016-08-08,84.0
72530094846,2016-08-09,88.0
72530094846,2016-08-10,89.1
72530094846,2016-08-11,91.9
72530094846,2016-08-12,91.9
72530094846,2016-08-13,82.9
72530094846,2016-08-14,87.1
72530094846,2016-08-15,87.1
72530094846,2016-08-16,88.0
72530094846,2016-08-17,88.0
72530094846,2016-08-18,88.0
72530094846,2016-08-19,84.9
72530094846,2016-08-20,84.0
72530094846,2016-08-21,80.1
72530094846,2016-08-22,78.1
72530094846,2016-08-23,81.0
72530094846,2016-08-24,84.0
72530094846,2016-08-25,84.9
72530094846,2016-08-26,84.9
72530094846,2016-08-27,84.0
72530094846,2016-08-28,84.0
72530094846,2016-08-29,86.0
72530094846,2016-08-30,86.0
72530094846,2016-08-31,84.0
72530094846,2016-09-01,75.9
72530094846,2016-09-02,73.9
72530094846,2016-09-03,75.9
72530094846,2016-09-04,80.1
72530094846,2016-09-05,87.1
72530094846,2016-09-06,91.0
72530094846,2016-09-07,91.0
72530094846,2016-09-08,89.1
72530094846,2016-09-09,82.0
72530094846,2016-09-10,81.0
72530094846,2016-09-11,75.9
72530094846,2016-09-12,79.0
72530094846,2016-09-13,84.9
72530094846,2016-09-14,84.9
72530094846,2016-09-15,78.1
72530094846,2016-09-16,82.9
72530094846,2016-09-17,82.9
72530094846,2016-09-18,82.0
72530094846,2016-09-19,88.0
72530094846,2016-09-20,88.0
72530094846,2016-09-21,82.9
72530094846,2016-09-22,81.0
72530094846,2016-09-23,81.0
72530094846,2016-09-24,73.9
72530094846,2016-09-25,84.9
72530094846,2016-09-26,84.9
72530094846,2016-09-27,70.0
72530094846,2016-09-28,70.0
72530094846,2016-09-29,64.9
72530094846,2016-09-30,64.9
72530094846,2016-10-01,64.0
72530094846,2016-10-02,64.9
72530094846,2016-10-03,66.9
72530094846,2016-10-04,75.0
72530094846,2016-10-05,80.1
72530094846,2016-10-06,80.1
72530094846,2016-10-07,73.9
72530094846,2016-10-08,70.0
72530094846,2016-10-09,64.9
72530094846,2016-10-10,71.1
72530094846,2016-10-11,73.0
72530094846,2016-10-12,68.0
72530094846,2016-10-13,69.1
72530094846,2016-10-14,66.0
72530094846,2016-10-15,69.1
72530094846,2016-10-16,72.0
72530094846,2016-10-17,82.0
72530094846,2016-10-18,82.0
72530094846,2016-10-19,75.9
72530094846,2016-10-20,71.1
72530094846,2016-10-21,55.9
72530094846,2016-10-22,60.1
72530094846,2016-10-23,73.0
72530094846,2016-10-24,73.0
72530094846,2016-10-25,59.0
72530094846,2016-10-26,54.0
72530094846,2016-10-27,51.1
72530094846,2016-10-28,62.1
72530094846,2016-10-29,70.0
72530094846,2016-10-30,71.1
72530094846,2016-10-31,57.9
72530094846,2016-11-01,75.0
72530094846,2016-11-02,75.0
72530094846,2016-11-03,66.9
72530094846,2016-11-04,66.9
72530094846,2016-11-05,68.0
72530094846,2016-11-06,69.1
72530094846,2016-11-07,69.1
72530094846,2016-11-08,66.0
72530094846,2016-11-09,63.0
72530094846,2016-11-10,63.0
72530094846,2016-11-11,63.0
72530094846,2016-11-12,52.0
72530094846,2016-11-13,55.9
72530094846,2016-11-14,60.1
72530094846,2016-11-15,60.1
72530094846,2016-11-16,60.1
72530094846,2016-11-17,72.0
72530094846,2016-11-18,72.0
72530094846,2016-11-19,48.0
72530094846,2016-11-20,39.0
72530094846,2016-11-21,41.0
72530094846,2016-11-22,41.0
72530094846,2016-11-23,43.0
72530094846,2016-11-24,44.6
72530094846,2016-11-25,43.0
72530094846,2016-11-26,46.9
72530094846,2016-11-27,46.9
72530094846,2016-11-28,50.0
72530094846,2016-11-29,57.0
72530094846,2016-11-30,57.0
72530094846,2016-12-01,45.0
72530094846,2016-12-02,41.0
72530094846,2016-12-03,39.9
72530094846,2016-12-04,34.0
72530094846,2016-12-05,33.8
72530094846,2016-12-06,41.0
72530094846,2016-12-07,41.0
72530094846,2016-12-08,27.0
72530094846,2016-12-09,25.0
72530094846,2016-12-10,25.0
72530094846,2016-12-11,32.0
72530094846,2016-12-12,33.8
72530094846,2016-12-13,32.0
72530094846,2016-12-14,21.9
72530094846,2016-12-15,19.0
72530094846,2016-12-16,19.0
72530094846,2016-12-17,21.9
72530094846,2016-12-18,21.9
72530094846,2016-12-19,18.0
72530094846,2016-12-20,28.0
72530094846,2016-12-21,34.0
72530094846,2016-12-22,37.0
72530094846,2016-12-23,37.0
72530094846,2016-12-24,37.9
72530094846,2016-12-25,37.9
72530094846,2016-12-26,54.0
72530094846,2016-12-27,37.9
72530094846,2016-12-28,45.0
72530094846,2016-12-29,45.0
72530094846,2016-12-30,35.1
72530094846,2016-12-31,39.9
72530094846,2017-01-01,39.9
72530094846,2017-01-02,39.9
72530094846,2017-01-03,39.9
72530094846,2017-01-04,39.0
72530094846,2017-01-05,19.0
72530094846,2017-01-06,12.9
72530094846,2017-01-07,18.0
72530094846,2017-01-08,18.0
72530094846,2017-01-09,28.0
72530094846,2017-01-10,51.8
72530094846,2017-01-11,51.1
72530094846,2017-01-12,43.0
72530094846,2017-01-13,28.0
72530094846,2017-01-14,35.1
72530094846,2017-01-15,36.0
72530094846,2017-01-16,36.0
72530094846,2017-01-17,39.0
72530094846,2017-01-18,39.0
72530094846,2017-01-19,42.8
72530094846,2017-01-20,42.1
72530094846,2017-01-21,59.0
72530094846,2017-01-22,59.0
72530094846,2017-01-23,46.0
72530094846,2017-01-24,42.1
72530094846,2017-01-25,42.1
72530094846,2017-01-26,42.1
72530094846,2017-01-27,34.0
72530094846,2017-01-28,30.9
72530094846,2017-01-29,28.9
72530094846,2017-01-30,30.0
72530094846,2017-01-31,39.0
72530094846,2017-02-01,39.0
72530094846,2017-02-02,37.9
72530094846,2017-02-03,28.0
72530094846,2017-02-04,33.1
72530094846,2017-02-05,37.9
72530094846,2017-02-06,55.0
72530094846,2017-02-07,50.0
72530094846,2017-02-08,50.0
72530094846,2017-02-09,32.0
72530094846,2017-02-10,39.9
72530094846,2017-02-11,48.9
72530094846,2017-02-12,48.9
72530094846,2017-02-13,46.9
72530094846,2017-02-14,50.0
72530094846,2017-02-15,50.0
72530094846,2017-02-16,41.0
72530094846,2017-02-17,66.9
72530094846,2017-02-18,70.0
72530094846,2017-02-19,70.0
72530094846,2017-02-20,70.0
72530094846,2017-02-21,70.0
72530094846,2017-02-22,68.0
72530094846,2017-02-23,68.0
72530094846,2017-02-24,39.9
72530094846,2017-02-25,39.9
72530094846,2017-02-26,48.9
72530094846,2017-02-27,54.0
72530094846,2017-02-28,60.1
72530094846,2017-03-01,60.1
72530094846,2017-03-02,34.0
72530094846,2017-03-03,35.1
72530094846,2017-03-04,42.1
72530094846,2017-03-05,60.1
72530094846,2017-03-06,61.0
72530094846,2017-03-07,64.9
72530094846,2017-03-08,64.9
72530094846,2017-03-09,53.1
72530094846,2017-03-10,42.1
72530094846,2017-03-11,37.0
72530094846,2017-03-12,36.0
72530094846,2017-03-13,36.0
72530094846,2017-03-14,30.9
72530094846,2017-03-15,33.1
72530094846,2017-03-16,42.1
72530094846,2017-03-17,50.0
72530094846,2017-03-18,50.0
72530094846,2017-03-19,53.1
72530094846,2017-03-20,54.0
72530094846,2017-03-21,54.0
72530094846,2017-03-22,37.9
72530094846,2017-03-23,50.0
72530094846,2017-03-24,82.0
72530094846,2017-03-25,46.0
72530094846,2017-03-26,62.1
72530094846,2017-03-27,62.1
72530094846,2017-03-28,52.0
72530094846,2017-03-29,50.0
72530094846,2017-03-30,48.9
72530094846,2017-03-31,45.0
72530094846,2017-04-01,59.0
72530094846,2017-04-02,61.0
72530094846,2017-04-03,61.0
72530094846,2017-04-04,55.9
72530094846,2017-04-05,55.9
72530094846,2017-04-06,50.0
72530094846,2017-04-07,54.0
72530094846,2017-04-08,68.0
72530094846,2017-04-09,75.9
72530094846,2017-04-10,78.1
72530094846,2017-04-11,53.1
72530094846,2017-04-12,59.0
72530094846,2017-04-13,59.0
72530094846,2017-04-14,66.0
72530094846,2017-04-15,82.0
72530094846,2017-04-16,82.0
72530094846,2017-04-17,73.0
72530094846,2017-04-18,75.9
72530094846,2017-04-19,75.9
72530094846,2017-04-20,73.0
72530094846,2017-04-21,57.9
72530094846,2017-04-22,60.1
72530094846,2017-04-23,72.0
72530094846,2017-04-24,73.0
72530094846,2017-04-25,79.0
72530094846,2017-04-26,79.0
72530094846,2017-04-27,73.9
72530094846,2017-04-28,62.1
72530094846,2017-04-29,55.0
72530094846,2017-04-30,46.9
72530094846,2017-05-01,57.0
72530094846,2017-05-02,57.0
72530094846,2017-05-03,55.9
72530094846,2017-05-04,55.9
72530094846,2017-05-05,61.0
72530094846,2017-05-06,61.0
72530094846,2017-05-07,59.0
72530094846,2017-05-08,59.0
72530094846,2017-05-09,61.0
72530094846,2017-05-10,66.9
72530094846,2017-05-11,66.9
72530094846,2017-05-12,73.0
72530094846,2017-05-13,82.0
72530094846,2017-05-14,82.0
72530094846,2017-05-15,82.0
72530094846,2017-05-16,87.1
72530094846,2017-05-17,87.1
72530094846,2017-05-18,84.0
72530094846,2017-05-19,73.9
72530094846,2017-05-20,64.0
72530094846,2017-05-21,64.9
72530094846,2017-05-22,73.0
72530094846,2017-05-23,73.0
72530094846,2017-05-24,62.1
72530094846,2017-05-25,69.1
72530094846,2017-05-26,71.1
72530094846,2017-05-27,78.1
72530094846,2017-05-28,78.1
72530094846,2017-05-29,77.0
72530094846,2017-05-30,77.0
72530094846,2017-05-31,73.9
72530094846,2017-06-01,81.0
72530094846,2017-06-02,86.0
72530094846,2017-06-03,86.0
72530094846,2017-06-04,91.9
72530094846,2017-06-05,91.9
72530094846,2017-06-06,75.9
72530094846,2017-06-07,77.0
72530094846,2017-06-08,82.9
72530094846,2017-06-09,87.1
72530094846,2017-06-10,90.0
72530094846,2017-06-11,93.0
72530094846,2017-06-12,95.0
72530094846,2017-06-13,95.0
72530094846,2017-06-14,91.9
72530094846,2017-06-15,91.9
72530094846,2017-06-16,91.0
72530094846,2017-06-17,87.1
72530094846,2017-06-18,87.1
72530094846,2017-06-19,80.1
72530094846,2017-06-20,80.1
72530094846,2017-06-21,80.1
72530094846,2017-06-22,88.0
72530094846,2017-06-23,88.0
72530094846,2017-06-24,82.9
72530094846,2017-06-25,75.0
72530094846,2017-06-26,75.0
72530094846,2017-06-27,78.1
72530094846,2017-06-28,80.1
72530094846,2017-06-29,81.0
72530094846,2017-06-30,84.0
72530094846,2017-07-01,84.0
72530094846,2017-07-02,89.1
72530094846,2017-07-03,89.1
72530094846,2017-07-04,82.9
72530094846,2017-07-05,89.1
72530094846,2017-07-06,93.0
72530094846,2017-07-07,93.0
72530094846,2017-07-08,89.1
72530094846,2017-07-09,86.0
72530094846,2017-07-10,86.0
72530094846,2017-07-11,84.9
72530094846,2017-07-12,84.9
72530094846,2017-07-13,82.9
72530094846,2017-07-14,82.9
72530094846,2017-07-15,81.0
72530094846,2017-07-16,81.0
72530094846,2017-07-17,79.0
72530094846,2017-07-18,89.1
72530094846,2017-07-19,89.1
72530094846,2017-07-20,88.0
72530094846,2017-07-21,89.1
72530094846,2017-07-22,89.1
72530094846,2017-07-23,90.0
72530094846,2017-07-24,73.0
72530094846,2017-07-25,82.0
72530094846,2017-07-26,84.9
72530094846,2017-07-27,84.9
72530094846,2017-07-28,82.0
72530094846,2017-07-29,79.0
72530094846,2017-07-30,84.0
72530094846,2017-07-31,86.0
72530094846,2017-08-01,86.0
72530094846,2017-08-02,87.1
72530094846,2017-08-03,87.1
72530094846,2017-08-04,84.0
72530094846,2017-08-05,80.1
72530094846,2017-08-06,80.1
72530094846,2017-08-07,77.0
72530094846,2017-08-08,84.0
72530094846,2017-08-09,84.0
72530094846,2017-08-10,84.0
72530094846,2017-08-11,84.0
72530094846,2017-08-12,78.1
72530094846,2017-08-13,80.1
72530094846,2017-08-14,82.9
72530094846,2017-08-15,84.0
72530094846,2017-08-16,88.0
72530094846,2017-08-17,88.0
72530094846,2017-08-18,82.0
72530094846,2017-08-19,86.0
72530094846,2017-08-20,90.0
72530094846,2017-08-21,90.0
72530094846,2017-08-22,87.1
72530094846,2017-08-23,82.0
72530094846,2017-08-24,79.0
